communityName,state,countyCode,communityCode,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,latitude,longitude
Manchestercity,NH,11,45140,99567,2.47,0.97,96.97,1.1,2.13,12.69,29.69,14.17,12.17,99567,100,31911,79.96,0.5,44.61,25.99,5.86,13.83,38812,15111,15272,9625,8595,12818,8309,9600,8694,8.99,11.74,25.06,19.57,7.07,65.92,18.34,21.49,14.59,24.55,10.74,33.47,13.33,12.1,3.01,71.67,69.45,76.81,71.42,69.15,76.26,2089,2.99,6739,15.61,22.11,27.33,29.71,1.06,1.5,1.85,2.01,81.17,1.7,3.45,2.18,2.4,2.69,2.15,51.62,1.61,58.39,2,4023,90.93,46.04,2.11,23.39,1953,5.81,0.39,100500,118600,143300,42800,371,467,557,186,537,26.3,23.4,15.1,147,1,6.77,60.24,49.01,78.16,85.75,165,168.12,150,152.84,55519,56568.3,336.5,168.1,97.58,98.79,0.61,0,0,0.61,7,7,191.8,34.2,2910.9,1.41,33,8124523,90.91,0,4.24,82780.8,5,5.09,33,33.62,140,142.65,41,41.77,1277,1301.14,3536,3602.83,448,456.47,28,28.53,223.14,5388.97,39.263601071159634,-84.27708829320171
Springdalecity,OH,61,74104,10621,2.51,13.64,83.98,1.86,1.07,12.67,25.89,12,11.19,10621,100,38128,80.93,0.4,47.66,24.6,3.6,17.85,43190,17310,17301,17696,0,18331,5430,9541,416,4.01,6.65,17.83,23.2,3.59,67.33,22.19,19.55,10.8,32.63,8.88,26.73,12.11,10.63,2.99,76.31,75.47,84.7,79.59,70.39,74.4,94,1.1,279,15.41,15.41,23.3,30.11,0.4,0.4,0.61,0.79,94.81,1.07,3.05,2.1,2.46,2.69,2.11,66.25,1.2,37.49,3,190,95.71,60.68,0.53,12.63,1970,0.71,0.18,62400,73300,91400,29000,385,473,592,207,557,23.9,16.6,11.5,0,0,2.63,59.38,50.89,77.22,86.29,,,,,,,,,,,,,,,,,,5.1,2081.4,1.17,,,,,0,,0,0,2,18.73,16,149.83,12,112.37,79,739.77,1056,9888.57,41,383.93,1,9.36,280.93,11021.63,36.14624794931034,-95.94953511896551
GrossePointeWoodscity,MI,163,35580,17715,2.7,0.07,98.35,1.46,0.7,11.3,19.48,9.53,16.5,17715,100,55657,78.08,0.9,71.97,33.51,2.04,22.76,62302,26992,27021,0,0,25777,0,49433,307,1.74,2.55,8.42,44.58,2.21,60.38,16.39,38.26,4.7,51.68,3.91,24.41,6.39,5.22,3.08,87.48,86.15,97.58,86.45,51.83,60.2,9,0.06,1383,4.63,8.32,10.48,14.61,0.36,0.65,0.82,1.14,91.06,0.74,3.5,2.79,2.69,2.7,2.54,94.27,0.37,18.12,3,111,98.34,93.92,0,26.13,1952,0.32,0,100600,134600,188100,87500,526,608,761,235,775,26.8,18.7,14.4,0,0,7.81,76.96,70.61,87.78,96.44,,,,,,,,,,,,,,,,,,3.4,5241.1,1.73,,,,,0,,0,0,,,10,56.67,1,5.67,21,119.01,294,1666.19,31,175.69,0,0,,1960.9,33.7094164056,-87.2735676504
GreenOaktownship,MI,93,35060,11604,2.98,2.7,95.94,0.41,0.89,17.5,27.7,14.62,7.7,0,0,47421,87.28,1.06,54.42,20.42,2.9,16.27,50901,17272,17818,240,12219,14972,933,6946,318,2.87,2.53,12.96,21.08,4.31,67.01,26.43,24.17,15.59,28.95,6.93,33.65,8.55,7.69,3.19,87.19,73.8,93.4,94.39,64.18,76.05,74,0.97,334,7.19,9.28,11.08,13.47,0.21,0.27,0.32,0.39,95.85,0.7,4.17,3.37,2.86,2.91,2.49,88.37,1.7,32.19,3,364,91.45,86.66,1.65,65.11,1971,0.67,0.52,74400,102000,137000,62600,394,460,545,151,526,21.7,20.3,13.5,3,0,2.88,77.72,51.69,61.48,93.38,,,,,,,,,,,,,,,,,,35.9,322.8,0,,,,,0,,0,0,,,1,8.39,15,125.82,76,637.48,179,1501.43,17,142.59,3,25.16,,2306.66,33.55953292631579,-86.93035306842106
NiagaraFallscity,NY,63,51055,61840,2.38,15.58,82.19,0.26,1.2,12.62,24.51,12.09,17.36,61840,100,20641,66.15,0.26,36.04,38.44,12.73,22.5,26810,10904,11593,7854,5884,11654,9948,10145,11387,18.64,11.7,32.33,9.75,10.83,51.23,22.77,24.86,19.64,17.95,11.1,32.48,13.35,12.33,3.01,58.52,57.24,62.44,67.03,53.02,63.99,3258,6.18,3984,4.87,6.38,7.91,10.22,0.31,0.41,0.51,0.66,90.9,0.94,4.2,2.65,2.35,2.55,2.09,60.85,1.65,47.72,3,2665,90.69,55.99,11.44,54.75,1942,7,0.25,34900,45100,59200,24300,203,257,318,115,330,30.8,17.9,15,163,0,6.44,76.41,63.29,92.5,96.32,155,256.6,130,215.21,71078,117667.1,458.6,256.6,86.07,96.13,3.23,0.65,0,3.87,10,8,151.6,14.6,4248.1,3,54,7257762,83.87,0,6.45,120149.7,3,4.97,39,64.56,207,342.68,196,324.47,1068,1768.04,2932,4853.82,493,816.14,,,736.68,,42.225859146153844,-96.24176337179487
Lakewoodtownship,NJ,29,38550,45048,2.75,14.11,79.77,1.42,10.32,12.49,24.83,11.68,17.97,44090,97.87,29211,62.72,0.27,46.58,40.55,7.14,20.68,35996,12967,13994,9428,5106,12153,6380,8242,6939,16.09,11.31,27.3,17.19,7.29,48.9,14.39,27.62,14.89,26.48,7.12,28.58,9.66,8.54,3.37,76.48,75.33,90.12,76.92,50.84,62,1808,5.11,4749,9.83,14.17,18.57,21.94,1.04,1.49,1.96,2.31,77.81,2.97,10.49,6.82,2.62,2.57,2.73,63.98,5.53,61.37,2,1536,91.41,65.4,2.28,53.91,1970,3.55,0.32,74400,109700,147500,73100,417,513,644,227,586,35.1,25.8,19.2,101,5,10.54,50.09,57.34,76.59,89.35,94,202.62,85,183.22,37500,80831.2,398.9,202.6,91.47,88.3,6.38,5.32,0,10.64,6,6,65.4,25.7,1751.5,3.9,36,7623750,90.43,10,6.38,164329.7,3,6.47,23,49.58,126,271.59,118,254.35,723,1558.42,1675,3610.46,208,448.34,39,84.06,581.98,5701.29,35.76976585,-85.63054515
Pennsaukentownship,NJ,7,57660,34738,2.8,14.69,80.5,1.79,4.87,12.08,24.73,11.21,14.34,34733,100,36097,78.87,0.22,45.44,31.45,5.33,18.78,40810,14720,15315,12692,15550,14573,9011,9411,1872,5.46,8.08,25.15,13.34,4.26,62.6,17.77,20.45,14.84,23.49,8,29.82,10.54,9.35,3.25,75.99,71.55,86.95,77.82,53.14,65.91,880,3.38,1440,3.75,7.57,14.17,23.68,0.16,0.31,0.59,0.98,90.13,1.04,6.45,4.87,2.77,2.93,2.1,85.39,1.97,27.22,3,309,97.57,80.7,5.83,47.25,1954,2.49,0.19,73600,91000,112800,39200,332,430,524,192,476,26.9,22,14.6,0,0,4.15,53.24,65.77,83.85,91.17,,,,,,,,,,,,,,,,,,10.9,3181.5,5.23,,,,,0,,2,5.57,3,8.36,130,362.1,66,183.83,584,1626.65,791,2203.22,571,1590.44,7,19.5,559.86,5439.81,45.922141,-101.533955
Fultoncity,NY,75,27815,12929,2.48,0.56,98.14,0.63,1.4,13.91,26.73,13.15,14.94,0,0,22955,67.68,0.48,35.85,32.32,14.04,20.19,30546,11331,11417,17670,3316,3410,6847,4273,2078,16.3,8.95,28.49,12.42,10.35,53.06,25.87,22.49,20.76,21.43,11.18,29.06,14.66,13.08,3.07,65.43,64.63,67.32,68.02,51.62,60.18,227,2.01,334,6.29,7.78,19.76,37.43,0.16,0.2,0.51,0.97,94.11,0.72,5.04,3.32,2.46,2.61,2.29,55.51,1.82,46.22,3,328,94.08,52.28,1.22,37.5,1943,6.64,0.47,46600,59800,74800,28200,233,302,372,139,375,27.9,17.2,13.3,0,1,2.58,87.18,51.65,86.83,94.91,,,,,,,,,,,,,,,,,,3.9,3318.2,2.15,,,,,0,,4,30.81,1,7.7,11,84.72,6,46.21,125,962.72,565,4351.51,15,115.53,4,30.81,169.44,5460.57,35.918938,-77.674178
Collingswoodborough,NJ,7,14260,15289,2.39,3.04,94.32,1.61,2.57,12.02,26.53,12.24,14.34,15301,100,33026,77.52,0.55,53.05,30.49,4.15,18.83,41049,15535,15727,12685,20158,12488,9951,9075,923,6.09,6.37,17.6,26.62,3.63,66.51,13.64,29.65,7.85,34.24,9.61,34.91,13.68,11.82,3.11,73.72,73.23,77.46,82.65,62.89,71.74,251,2.4,727,21.32,27.37,29.99,33.98,1.01,1.3,1.43,1.62,93.11,1.13,5.06,3.05,2.38,2.76,1.92,62.83,1.47,50.43,2,335,95.03,54.07,0.3,33.73,1939,2.2,0.56,78700,95200,120500,41800,420,490,554,134,522,26.9,21.7,14.5,0,0,4.75,53.42,59.85,81.56,89.01,,,,,,,,,,,,,,,,,,1.9,8070.6,14.45,,,,,0,,0,0,0,0,27,187.16,32,221.82,152,1053.65,405,2807.43,136,942.74,2,13.86,408.98,4817.69,42.99999872261905,-78.78590629761905
Monroetown,CT,1,48620,16896,3.11,1.65,96.61,1.3,2.11,14.03,24.16,11.82,7.42,9850,58.3,59967,88.98,0.44,60.84,17.18,1.71,12.62,63697,21441,21220,23150,59761,38986,9872,21273,352,2.09,4.04,10.87,36.09,4.25,72.06,22.96,22.42,7.63,37.78,4.48,26.74,6.54,5.53,3.38,91.06,88.97,98.82,92.94,51.52,65.45,34,0.3,972,1.65,2.37,2.37,6.17,0.09,0.14,0.14,0.36,90.41,0.83,5.34,4.59,3.1,3.16,2.55,92.65,0.59,17.17,3,170,96.96,91.04,2.35,35.88,1967,0.65,0.41,190700,230600,283100,92400,535,814,1001,466,977,29.1,24.4,12.9,0,0,5.75,59.27,64,87.45,91.07,,,,,,,,,,,,,,,,,,27.1,624.4,1.17,,,,,0,,0,0,0,0,4,23.32,13,75.8,94,548.1,184,1072.89,17,99.13,3,17.49,99.13,1737.61,43.807633471428574,-84.38477628571428
Pembroketown,MA,23,52630,14544,3.12,0.5,98.95,0.41,0.45,14.68,26.18,12.59,6.83,6239,42.9,46932,87.62,0.63,43.92,21.69,5.15,14.26,51033,16531,16503,18717,44307,14902,11354,8268,593,4.11,2.4,12.83,21.9,7.29,71.19,12.07,22.41,9.33,26.51,6.02,28.45,8.93,7.51,3.45,86.9,85.72,96.95,80.97,63.78,70.73,69,0.68,385,3.12,5.97,5.97,7.79,0.08,0.16,0.16,0.21,95.89,0.23,6.57,5.44,3.09,3.22,2.1,92.49,1.2,24.3,3,215,95.6,88.96,3.72,48.84,1967,0.75,0.02,133000,161000,196900,63900,168,440,710,542,492,26.4,24.1,13.6,0,0,2.65,85.98,67.62,86.77,97.3,,,,,,,,,,,,,,,,,,22.6,642.6,1.79,,,,,0,,0,0,2,12.93,4,25.86,41,265.11,71,459.1,248,1603.62,35,226.32,0,0,303.91,2289.04,40.80175901911765,-91.6893068014706
Oregoncity,OH,95,58730,18334,2.67,1.11,96.77,0.52,3.41,14.69,25.82,13.07,13.19,18334,100,34704,74.67,0.92,42.67,28.51,6.42,21.69,39483,14458,14448,10061,19869,35889,13138,11051,1375,7.67,8.25,24.14,11.26,6.57,59.01,20.35,24.02,18.26,19.44,8.8,26.98,9.79,9.32,3.11,79.91,76.92,85.74,85.41,67.06,69.47,201,1.36,476,1.05,2.52,7.98,7.98,0.03,0.07,0.21,0.21,93.29,0.66,3.92,2.86,2.62,2.86,1.99,78.71,1.37,39.16,3,401,94.48,72.01,1.5,35.91,1963,1.4,0.29,53600,72300,93200,39600,281,324,369,88,412,23.3,16.8,13.2,0,0,2.6,80.99,62.66,87.31,93.9,,,,,,,,,,,,,,,,,,30.2,606.1,0.18,,,,,0,,0,0,7,38.13,34,185.23,33,179.78,134,730.01,759,4134.89,97,528.44,7,38.13,403.14,5431.47,48.949921214285716,-103.20728101428573
Soloncity,OH,35,72928,18548,2.93,3.37,93.69,2.75,0.46,13.47,21.37,10.2,9.66,18548,100,54005,85.49,0.59,62.84,23.65,0.89,15.98,58426,22514,22325,20352,3815,33388,17304,11889,459,2.48,3.26,11.44,38.03,2.32,67.82,21.64,24.39,5.86,41.65,4.49,23.37,6.49,5.53,3.26,90.43,90.46,97.18,91.39,47.61,63.55,59,0.46,1043,1.44,3.07,6.14,9.3,0.08,0.17,0.35,0.52,90.65,0.77,3.72,3.11,2.92,3.07,2.03,90.14,0.32,16.48,3,260,96.06,85.79,0,26.15,1972,0.39,0,107900,141500,183700,75800,484,550,596,112,610,22.9,20.7,13,0,0,5.62,67.75,57.81,80.47,88.02,,,,,,,,,,,,,,,,,,21.2,877,0.66,,,,,0,,0,0,0,0,5,24.32,7,34.05,50,243.19,304,1478.6,40,194.55,0,0,58.37,1916.34,35.3018804037037,-93.93778457407407
Camdencity,NJ,7,10000,87492,3.29,56.42,19,1.32,31.17,17.6,31.78,15.89,7.72,87492,100,17386,69.28,0.09,12.29,24.94,26.92,12.29,18874,7276,9803,6965,66423,6441,5173,6003,30588,36.56,20.02,50.33,6.44,16.3,46.1,19.29,27.65,24,13.89,13.69,51.26,18.62,16.34,3.71,32.86,26.62,31.47,33.55,45.56,54.73,17760,24.19,3436,25.7,35.54,46.97,58.47,1.01,1.4,1.84,2.3,69.67,7.12,16.47,11.93,3.15,3.15,3.15,48.4,15.24,48.76,3,3512,88.35,48.39,39.89,63.87,1945,20.8,1.76,21500,31300,42900,21400,167,323,416,249,414,32.5,20.6,16.2,293,122,3.93,55.54,55.36,85.83,90.57,291,349.36,234,280.93,113574,136349.91,390.3,349.4,63.67,55.33,33.68,10.65,0.34,44.67,9,12,117.3,9.1,9575.4,18.34,72,15887845,80.41,5,3.09,190739.59,42,50.42,90,108.05,1654,1985.69,1155,1386.62,4039,4848.97,3926,4713.31,1816,2180.18,306,367.36,3530.78,12109.83,40.7127394,-74.005939
Cranberrytownship,PA,19,16920,14816,2.85,0.47,98.97,0.38,0.45,12.14,25.19,9.85,6.51,0,0,41006,87.65,0.72,51.97,17.65,1.84,12.32,43308,16494,16438,36008,16000,10084,24000,27847,375,2.54,1.97,9.51,29.48,4.56,71.33,14.85,22.94,9.51,30.59,6.12,22.18,8.86,7.53,3.24,88.73,87.06,96.11,88.5,52.5,63.18,63,0.67,221,11.76,11.76,14.93,28.96,0.18,0.18,0.22,0.43,97.69,0.17,3.02,2.42,2.84,2.98,2.14,87.07,0.62,30.19,3,246,95.49,82.88,0.41,21.14,1978,0.52,0.4,66500,86000,113400,46900,413,471,552,139,589,22.4,21.5,12.1,0,0,1.49,81.12,50.97,64.62,89.14,,,,,,,,,,,,,,,,,,23.6,627.3,0.53,,,,,0,,0,0,1,6.64,0,0,0,0,32,212.38,184,1221.21,24,159.29,0,0,6.64,1592.89,41.989284258536586,-77.31374148780488
Oneontacity,NY,77,54881,13954,3.19,2.13,96.03,1.18,2.13,40.03,53.37,45.54,10.44,0,0,20628,74.82,0.62,50.31,30.43,5.83,14.57,32469,9773,9816,9671,10213,8953,3242,7536,2337,23.4,7.64,20.13,30.81,5.3,49.48,8.24,44.82,7.04,31.76,5.42,59.86,7.51,6.63,2.87,65.63,66.72,71.12,73.49,52.63,71.54,167,2.47,457,11.82,17.51,18.6,28.01,0.39,0.57,0.61,0.92,93.36,0.63,3.79,2.61,2.27,2.47,2.1,49.89,1.26,46.94,3,310,93.38,45.83,1.94,20.97,1939,4.57,0,55800,72600,94400,38600,254,329,435,181,385,32.9,19.8,13.3,1,0,3.28,77,35.25,52.63,90.96,,,,,,,,,,,,,,,,,,4.5,3079,4.1,,,,,0,,0,0,2,15.35,2,15.35,13,99.75,71,544.77,266,2040.97,7,53.71,2,15.35,130.44,2654.8,44.5149742,-89.5750642
LongBeachcity,NY,59,43335,33510,2.47,7.76,87.03,1.67,10.77,9.81,24.68,10.15,14.98,33510,100,41495,75.22,0.35,47.82,29.56,5.91,12.85,51090,20993,22421,10722,7494,19446,8110,12306,2659,8.31,6.43,17.01,28.67,5.54,60.41,9.97,25.96,9.93,32.9,9.65,36.38,11.67,10.72,3.05,74.22,69.11,91.68,70.36,46.36,61.72,698,2.95,4672,10.68,17.23,25.26,34.27,1.49,2.4,3.52,4.78,80.95,2.98,6.35,3.77,2.35,2.56,2.14,55.35,6.25,62.29,2,1766,88.5,50.9,3.74,59.68,1955,1.63,0.29,153300,187600,240100,86800,537,678,864,327,758,27.9,23.3,16.9,0,0,13.94,72.49,55.11,82.37,93.36,,,,,,,,,,,,,,,,,,2.2,15151.9,21.82,,,,,0,,2,5.86,1,2.93,57,166.9,71,207.89,284,831.55,547,1601.62,206,603.17,,,383.57,,40.6677604,-82.91076915
Tredyffrintownship,PA,29,77344,28028,2.45,3.94,93.73,2.08,0.87,10.81,23.42,10.73,11,26012,92.67,61144,87.38,1.37,73.09,19.55,1.39,14.61,75571,34078,35005,15786,11224,26899,31898,32610,502,1.8,1.58,5.15,58.87,2.32,70.11,19.11,28.15,2.84,51.53,6.59,29.08,10.1,8.45,2.97,85.22,85.37,96.14,84.37,49.79,58.9,118,0.64,1593,23.6,26.74,30.32,37.66,1.34,1.52,1.72,2.14,93.72,0.62,2.86,1.95,2.44,2.6,1.94,81.21,0.55,32.35,3,497,95.83,76.37,0.6,23.14,1966,0.24,0.21,175000,231200,300300,125300,560,661,813,253,722,25.4,20.6,12.9,0,0,5.67,54.45,54.35,63.38,82.29,,,,,,,,,,,,,,,,,,20.6,1363.7,10.24,,,,,0,,0,0,0,0,10,35.08,20,70.15,115,403.38,384,1346.94,42,147.32,6,21.05,105.23,1918.69,30.6739698,-95.5155369
Hanovertownship,NJ,27,29550,11538,3.04,1.04,92.63,6.21,2.31,13.43,23.75,12.47,12.71,11538,100,60688,85.65,0.6,69.96,28.5,2.64,19.65,64063,22546,22835,23547,37000,17673,35000,17703,141,1.23,6.25,15.65,34.53,2.97,67.95,18.34,23.07,7,36.55,4.17,29.76,5.78,5,3.31,89.55,89.26,96.55,92.76,42.9,60.01,13,0.15,1336,5.61,12.28,18.26,25.97,0.65,1.42,2.11,3.01,83.98,1.63,4.88,4.22,3.03,3.06,2.69,91.45,0.66,13.37,3,92,97.63,90.4,7.61,68.48,1959,0.53,0,195000,234900,288000,93000,605,829,1001,396,986,20.6,20.3,12.6,0,0,11.58,67.47,71.58,84.13,93.82,,,,,,,,,,,,,,,,,,11,1044.2,1.1,,,,,0,,0,0,0,0,4,33.47,7,58.57,34,284.5,162,1355.54,15,125.51,1,8.37,92.04,1773.91,34.38094439019824,-80.07875430286343
Goffstowntown,NH,11,29860,14621,3.07,0.29,98.96,0.43,0.88,19.02,30.98,18.54,10.06,8888,60.79,42160,82.53,0.69,51.3,24.55,1.51,14.44,46275,15039,15104,13201,4701,15375,12229,8381,407,3.14,6.9,18.3,20.3,5.66,66.01,15.65,26.71,11.21,27.99,6.44,32,7.75,7.14,3.15,87.6,85.88,95.97,86.25,73.47,83.32,73,0.76,542,1.85,4.06,9.41,10.52,0.07,0.15,0.35,0.39,86.07,0.7,3.99,3,2.71,2.85,2.17,83.48,1.37,45.04,3,263,94.76,79.39,0.76,40.68,1969,1.77,0.92,103500,121900,145900,42400,390,481,617,227,571,25.6,24.6,14.2,0,0,3.71,56.77,52.39,79.03,83.51,,,,,,,,,,,,,,,,,,38.2,382.5,0.15,,,,,0,,2,13.54,3,20.3,4,27.07,14,94.75,58,392.55,267,1807.11,6,40.61,3,20.3,155.67,2260.58,33.5953462596875,-81.96310727625
Fallstownship,PA,17,25112,34997,2.79,3.54,94.3,1.57,1.73,13.23,26.68,12,10.25,34931,100,40287,84.99,0.41,45.37,25.23,4.29,19.82,44123,15443,15468,15494,24977,14830,8496,13754,1489,4.28,4.57,17.56,14.36,4.5,69.02,21.19,21.07,15.16,21.65,8.13,27.81,10.91,9.56,3.2,80.47,78.03,91.3,80.65,63.84,72.55,414,1.6,1181,10.25,17.95,22.86,27.27,0.35,0.61,0.77,0.92,94.79,0.69,4.94,3.82,2.79,2.96,2.21,81.76,1.68,38.34,3,761,94.28,76.99,1.71,37.71,1959,0.68,0.17,92800,110900,133300,40500,486,572,629,143,630,24.9,22.3,13.3,0,0,3.38,61.73,60.86,83.82,87.59,,,,,,,,,,,,,,,,,,23.1,1516.5,2.85,,,,,0,,0,0,3,8.43,22,61.8,24,67.42,174,488.82,676,1899.09,135,379.26,4,11.24,137.66,2778.4,38.378229,-81.751924
Portagecity,MI,77,65560,41042,2.65,2.78,94.3,2.06,1.44,14.01,26.19,12.25,7.9,41042,100,39045,84.42,0.7,52.86,19.09,3.03,14.1,44381,17602,17638,15683,15589,19296,14471,10128,1720,4.21,2.73,11.36,31.3,3.99,71.18,27.38,24.99,12.65,32.18,8.11,26.43,11.89,10.07,3.12,81.33,81.27,92.13,82.45,58.06,69.66,313,1.05,1307,12.93,15.84,18.36,23.03,0.41,0.5,0.58,0.73,94.91,0.6,3.43,2.54,2.64,2.9,2.01,78.45,1.4,37.25,3,666,95.87,71.62,0.15,17.42,1968,1,0.05,54600,71800,97400,42800,348,395,460,112,434,22.6,17.3,12.4,0,0,3.18,69.54,52.2,82.09,90.79,,,,,,,,,,,,,,,,,,33.4,1230.1,0.3,,,,,0,,0,0,,,19,44.43,90,210.46,278,650.09,1886,4410.35,64,149.66,13,30.4,,5240.51,37.64631083636364,-91.53637496181818
Owossocity,MI,155,61940,16322,2.52,0.14,97.84,0.5,2.4,14.78,27.86,13.49,12.55,0,0,23220,71.65,0.78,38.41,30.64,11.92,16.52,29546,11545,11506,14272,11706,16588,12092,9961,2535,15.71,7.52,24.5,11.28,12.21,57.4,35.12,21.51,27.9,18.17,10.88,27.29,15.34,13.34,3.07,67.29,66.12,70.36,75.43,60.8,70.73,505,3.54,212,6.13,6.13,17.92,17.92,0.08,0.08,0.23,0.23,96.09,0.59,3.95,2.69,2.5,2.66,2.23,67.49,1.47,44.7,3,239,96.44,63.52,1.26,45.19,1945,7.13,0.16,28500,38000,51800,23300,223,293,366,143,361,25.6,16.5,13,0,0,1.3,85.96,56.49,86.26,94.15,,,,,,,,,,,,,,,,,,5,3241.1,0,,,,,0,,0,0,,,5,29.92,77,460.77,112,670.22,431,2579.14,32,191.49,7,41.89,,3482.74,39.790890392307695,-87.81152958461539
Mundytownship,MI,49,56160,11511,2.75,1.48,97.16,0.48,1.36,14.78,26.35,12.8,8.7,5794,50.33,43937,83.68,1.65,52.41,22.19,3.92,21.45,48647,17355,17476,15225,9357,6285,41900,13822,433,3.77,4.83,14.9,16.83,5.94,63.95,32.24,22.3,18.49,25.01,7.83,24.96,10.05,8.96,3.11,83.62,81.64,85.84,80.61,53.45,62.6,116,1.37,244,0,2.87,6.56,11.07,0,0.06,0.14,0.23,96.12,0.89,3.52,2.87,2.75,2.84,2.1,89.87,1.36,27.54,3,123,97.15,86.77,0.81,44.72,1970,0.43,0.16,55800,67800,82700,26900,364,404,446,82,468,16.8,14,12.7,0,0,2.12,80.51,61.07,92.24,96.12,,,,,,,,,,,,,,,,,,37,311.3,0.16,,,,,0,,0,0,,,6,50.73,19,160.65,75,634.14,388,3280.63,18,152.19,2,16.91,,4083.88,43.839154416666666,-94.8441188
Haverhillcity,MA,9,29405,51418,2.63,2.01,94.86,0.84,5.28,12.13,27.84,12.58,12.17,51418,100,36945,78.24,0.51,38.8,26.22,8.39,14.7,43209,15464,15708,12242,16019,15335,7942,7566,4418,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76,73.44,65.25,72.1,1406,3.86,2950,13.05,17.8,22.47,26.64,0.75,1.02,1.29,1.53,88.46,1.47,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2,1746,91.81,58.64,3.67,34.82,1939,3.73,0.39,115100,140100,167100,52000,361,504,611,250,586,27.4,24.5,14,44,1,5.74,76.79,53.96,83.89,90.38,91,170.89,74,138.96,47988,90116.6,527.3,170.9,99.82,93.41,2.2,4.4,0,6.59,4,10,61.5,34.5,1489.1,2.57,21,4951364,81.32,0,4.4,92981.6,0,0,22,41.31,58,108.92,225,422.53,773,1451.62,1102,2069.44,491,922.05,30,56.34,572.76,4499.45,32.86047718697318,-79.98513909885057
Danverstown,MA,9,16250,24174,2.74,0.51,98.18,1,1.07,11.56,24.23,11.54,12.83,24174,100,43759,82.9,0.83,50.36,25.65,3.25,16.79,51514,18776,18818,19215,0,19818,5924,8525,1077,4.59,4.2,13.21,26.61,5.29,66.93,19.69,26.59,9.74,32.21,7.04,30.53,9.48,8.33,3.12,82.77,80.93,93.11,78.5,66.67,76.1,138,0.8,1207,9.78,14.08,15.91,16.57,0.49,0.7,0.79,0.83,93.57,0.57,3.82,2.83,2.64,2.82,2.11,79.58,0.54,36.73,3,306,96.64,74.47,0,36.93,1956,0.24,0.09,159800,185500,231300,71500,421,602,721,300,666,26.4,22.4,15,0,0,4.99,80.83,66.31,89.33,95.16,,,,,,,,,,,,,,,,,,13.8,1756.9,1.57,,,,,0,,0,0,1,3.91,9,35.15,60,234.36,161,628.86,810,3163.82,280,1093.66,0,0,273.42,4886.34,40.77937055,-79.23078299
